Batch ID,BatchType,Time (h),Temperature(T:K),pH(pH:pH),Dissolved oxygen concentration(DO2:mg/L),Agitator RPM(RPM:RPM),carbon dioxide percent in off-gas(CO2outgas:%),Oxygen in percent in off-gas(O2:O2  (%)),Vessel Volume(V:L),Sugar feed rate(Fs:L/h),Penicillin concentration(P:g/L)
52.0,Operators,210.0,298.14,6.5053,12.875,100,1.6575,0.19456,75361,30,25.282
52.0,Operators,210.2,297.97,6.5407,12.874,100,1.6469,0.19461,74718,30,25.251
52.0,Operators,210.4,297.84,6.559,12.823,100,1.6315,0.1946,74072,30,25.221
52.0,Operators,210.6,297.97,6.5769,12.835,100,1.6158,0.19474,73427,30,25.191
52.0,Operators,210.8,297.86,6.5942,12.847,100,1.6001,0.19491,72781,30,25.161
52.0,Operators,211.0,298.15,6.6109,12.863,100,1.5843,0.1951,72136,30,25.13
52.0,Operators,211.2,297.98,6.6271,12.887,100,1.5686,0.19538,71490,30,25.099
52.0,Operators,211.4,297.84,6.6424,12.919,100,1.5529,0.19572,70845,30,25.068
52.0,Operators,211.6,297.99,6.6568,12.926,100,1.5373,0.19585,70200,30,25.037
52.0,Operators,211.8,297.87,6.6702,12.942,100,1.5216,0.19604,69555,30,25.006
52.0,Operators,212.0,298.21,6.6824,12.971,100,1.506,0.19633,68910,30,24.975
52.0,Operators,212.2,298.02,6.6529,12.976,100,1.5004,0.19639,68962,30,24.943
52.0,Operators,212.4,297.87,6.6249,12.979,100,1.4994,0.19636,69015,30,24.912
52.0,Operators,212.6,298.05,6.5983,12.987,100,1.4987,0.19635,69067,30,24.88
52.0,Operators,212.8,297.91,6.5731,13.01,100,1.498,0.19648,69120,30,24.849
52.0,Operators,213.0,298.3,6.5491,13.007,100,1.4972,0.1964,69172,30,24.817
52.0,Operators,213.2,298.07,6.537,12.985,100,1.4965,0.19634,69224,30,24.786
52.0,Operators,213.4,297.9,6.5254,12.975,100,1.4958,0.19621,69275,30,24.754
52.0,Operators,213.6,298.07,6.5143,12.969,100,1.4951,0.1961,69326,30,24.723
52.0,Operators,213.8,297.93,6.5037,12.973,100,1.4944,0.19608,69378,30,24.692
52.0,Operators,214.0,298.32,6.4935,12.972,100,1.4936,0.19601,69429,30,24.661
52.0,Operators,214.2,298.11,6.4876,12.986,100,1.4929,0.19599,69481,30,24.63
52.0,Operators,214.4,297.93,6.4882,13.006,100,1.4922,0.19597,69534,30,24.598
52.0,Operators,214.6,298.11,6.4951,13.042,100,1.4915,0.19608,69588,30,24.567
52.0,Operators,214.8,297.95,6.5033,13.07,100,1.4907,0.19622,69642,30,24.535
52.0,Operators,215.0,297.83,6.5105,13.091,100,1.49,0.19639,69697,30,24.503
52.0,Operators,215.2,297.93,6.5137,13.077,100,1.4893,0.19633,69750,30,24.472
52.0,Operators,215.4,297.85,6.5106,13.074,100,1.4885,0.19639,69803,30,24.441
52.0,Operators,215.6,297.99,6.5035,13.059,100,1.4878,0.19632,69855,30,24.41
52.0,Operators,215.8,297.88,6.4956,13.053,100,1.4871,0.19624,69906,30,24.379
52.0,Operators,216.0,298.16,6.4906,13.077,100,1.4863,0.19632,69959,30,24.349
52.0,Operators,216.2,297.96,6.4898,13.103,100,1.4856,0.19639,70012,30,24.318
52.0,Operators,216.4,297.83,6.494,13.146,100,1.4848,0.19659,70066,30,24.286
52.0,Operators,216.6,297.91,6.5027,13.171,100,1.4841,0.1967,70120,30,24.255
52.0,Operators,216.8,297.83,6.5102,13.176,100,1.4833,0.19673,70174,30,24.224
52.0,Operators,217.0,297.98,6.5138,13.17,100,1.4826,0.19672,70228,30,24.193
52.0,Operators,217.2,297.86,6.5114,13.158,100,1.4818,0.19671,70281,30,24.162
52.0,Operators,217.4,298.16,6.5045,13.15,100,1.4811,0.19669,70333,30,24.132
52.0,Operators,217.6,297.95,6.4964,13.149,100,1.4803,0.19667,70384,30,24.102
52.0,Operators,217.8,298.51,6.4906,13.149,100,1.4796,0.19655,70436,30,24.072
52.0,Operators,218.0,298.14,6.4899,13.178,100,1.4788,0.19664,70489,30,24.041
52.0,Operators,218.2,297.89,6.4938,13.208,100,1.4781,0.19674,70543,30,24.01
52.0,Operators,218.4,298.09,6.5005,13.223,100,1.4773,0.19674,70597,30,23.979
52.0,Operators,218.6,297.9,6.5062,13.245,100,1.4765,0.19689,70651,30,23.948
52.0,Operators,218.8,298.38,6.5096,13.239,100,1.4758,0.19684,70705,30,23.918
52.0,Operators,219.0,298.07,6.5104,13.229,100,1.475,0.1968,70758,30,23.887
52.0,Operators,219.2,297.87,6.5069,13.208,100,1.4742,0.19666,70811,30,23.857
52.0,Operators,219.4,298.04,6.5014,13.197,100,1.4735,0.19657,70863,30,23.827
52.0,Operators,219.6,297.87,6.4961,13.215,100,1.4727,0.19667,70915,30,23.798
52.0,Operators,219.8,298.31,6.4933,13.244,100,1.4719,0.19681,70968,30,23.768
52.0,Operators,220.0,298.02,6.4942,13.26,100,1.4712,0.19684,71021,30,23.737
52.0,Operators,220.2,297.83,6.4974,13.269,100,1.4704,0.1968,71075,30,23.707
52.0,Operators,220.4,298.0,6.5015,13.29,100,1.4696,0.19689,71129,30,23.677
52.0,Operators,220.6,297.85,6.5048,13.294,100,1.4688,0.19689,71183,30,23.647
52.0,Operators,220.8,298.26,6.5069,13.292,100,1.468,0.19685,71236,30,23.617
52.0,Operators,221.0,298.03,6.5069,13.287,100,1.4673,0.19682,71290,30,23.587
52.0,Operators,221.2,297.86,6.5049,13.265,100,1.4665,0.19664,71342,30,23.557
52.0,Operators,221.4,298.06,6.5019,13.266,100,1.4657,0.19662,71395,30,23.528
52.0,Operators,221.6,297.91,6.4988,13.263,100,1.4649,0.19656,71448,30,23.499
52.0,Operators,221.8,298.34,6.4969,13.278,100,1.4641,0.19659,71500,30,23.469
52.0,Operators,222.0,298.1,6.4966,13.285,100,1.4633,0.19657,71553,30,23.439
52.0,Operators,222.2,297.91,6.4986,13.287,100,1.4625,0.1965,71606,30,23.41
52.0,Operators,222.4,298.1,6.5018,13.291,100,1.4617,0.19644,71660,30,23.38
52.0,Operators,222.6,297.95,6.5043,13.288,100,1.4609,0.19638,71714,30,23.351
52.0,Operators,222.8,297.83,6.5057,13.283,100,1.4601,0.19632,71767,30,23.321
52.0,Operators,223.0,297.94,6.5059,13.288,100,1.4593,0.19634,71820,30,23.292
52.0,Operators,223.2,297.87,6.5037,13.275,100,1.4585,0.19623,71873,30,23.263
52.0,Operators,223.4,298.01,6.5006,13.259,100,1.4577,0.19607,71925,30,23.234
52.0,Operators,223.6,297.91,6.4982,13.263,100,1.4569,0.19603,71977,30,23.205
52.0,Operators,223.8,298.16,6.4978,13.271,100,1.4561,0.19601,72030,30,23.176
52.0,Operators,224.0,298.02,6.4985,13.287,100,1.4553,0.19606,72083,30,23.147
52.0,Operators,224.2,297.89,6.4998,13.306,100,1.4545,0.19616,72136,30,23.118
52.0,Operators,224.4,298.0,6.5014,13.313,100,1.4537,0.19616,72189,30,23.089
52.0,Operators,224.6,297.9,6.503,13.323,100,1.4528,0.19621,72243,30,23.061
52.0,Operators,224.8,298.15,6.504,13.337,100,1.452,0.19629,72296,30,23.032
52.0,Operators,225.0,298.01,6.5037,13.342,100,1.4512,0.19632,72349,30,23.003
52.0,Operators,225.2,297.89,6.5021,13.348,100,1.4504,0.19636,72401,30,22.974
52.0,Operators,225.4,298.0,6.5002,13.36,100,1.4496,0.19642,72454,30,22.946
52.0,Operators,225.6,297.9,6.4987,13.366,100,1.4487,0.19642,72507,30,22.917
52.0,Operators,225.8,298.15,6.4981,13.375,100,1.4479,0.19642,72560,30,22.889
52.0,Operators,226.0,298.01,6.4988,13.376,100,1.4471,0.19635,72613,30,22.86
52.0,Operators,226.2,297.89,6.5008,13.381,100,1.4463,0.19632,72666,30,22.832
52.0,Operators,226.4,298.01,6.503,13.378,100,1.4454,0.19624,72720,30,22.803
52.0,Operators,226.6,297.91,6.5047,13.382,100,1.4446,0.19624,72773,30,22.775
52.0,Operators,226.8,298.17,6.5047,13.376,100,1.4438,0.19617,72826,30,22.746
52.0,Operators,227.0,298.05,6.5031,13.372,100,1.4429,0.19611,72879,30,22.718
52.0,Operators,227.2,297.92,6.501,13.363,100,1.4421,0.19601,72931,30,22.69
52.0,Operators,227.4,298.06,6.4986,13.377,100,1.4413,0.19606,72984,30,22.662
52.0,Operators,227.6,297.96,6.4974,13.376,100,1.4404,0.19599,73037,30,22.634
52.0,Operators,227.8,297.87,6.4977,13.386,100,1.4396,0.19599,73090,30,22.606
52.0,Operators,228.0,297.95,6.4992,13.399,100,1.4388,0.19602,73143,30,22.578
52.0,Operators,228.2,297.87,6.501,13.424,100,1.4379,0.19616,73197,30,22.55
52.0,Operators,228.4,298.07,6.5038,13.437,100,1.4371,0.19623,73250,30,22.521
52.0,Operators,228.6,297.97,6.5051,13.437,100,1.4362,0.19622,73303,30,22.493
52.0,Operators,228.8,297.87,6.5047,13.437,100,1.4354,0.19621,73357,30,22.466
52.0,Operators,229.0,297.98,6.5024,13.426,100,1.4345,0.1961,73409,30,22.438
52.0,Operators,229.2,297.9,6.5,13.417,100,1.4337,0.19598,73462,30,22.41
52.0,Operators,229.4,298.13,6.4982,13.418,100,1.4328,0.19591,73515,30,22.383
52.0,Operators,229.6,298.02,6.4974,13.414,100,1.432,0.1958,73568,30,22.355
52.0,Operators,229.8,297.92,6.4989,13.407,100,1.4311,0.19564,73621,30,22.327
52.0,Operators,230.0,298.04,6.5018,13.41,100,1.4303,0.19559,73675,30,22.3
60.0,Operators,0.2,297.72,6.4695,14.673,100,0.087051,0.20153,58186,8,0.001
60.0,Operators,0.4,297.89,6.4858,14.65,100,0.098539,0.20558,58188,8,0.00099945
60.0,Operators,0.6,297.87,6.5102,14.633,100,0.10226,0.20646,58192,8,0.00099888
60.0,Operators,0.8,298.11,6.5324,14.618,100,0.10443,0.20662,58195,8,0.00099831
60.0,Operators,1.0,298.02,6.5353,14.6,100,0.10633,0.20657,58195,8,0.00099779
60.0,Operators,1.2,297.94,6.5168,14.564,100,0.10824,0.20634,58193,8,0.00099732
60.0,Operators,1.4,298.12,6.497,14.54,100,0.11023,0.20616,58190,8,0.00099685
60.0,Operators,1.6,298.03,6.4805,14.509,100,0.11231,0.20594,58188,8,0.00099638
60.0,Operators,1.8,297.96,6.4764,14.482,100,0.11446,0.20573,58187,8,0.00099587
60.0,Operators,2.0,297.91,6.4863,14.447,100,0.11669,0.20547,58188,8,0.00099534
60.0,Operators,2.2,298.02,6.5039,14.42,100,0.11902,0.20527,58191,8,0.00099478
60.0,Operators,2.4,297.98,6.5194,14.392,100,0.12143,0.20508,58193,8,0.00099423
60.0,Operators,2.6,297.94,6.5237,14.361,100,0.12394,0.20487,58194,8,0.0009937
60.0,Operators,2.8,298.06,6.5135,14.324,100,0.12655,0.20463,58193,8,0.00099321
60.0,Operators,3.0,298.02,6.4965,14.295,100,0.12926,0.20444,58191,8,0.00099273
60.0,Operators,3.2,297.99,6.4828,14.275,100,0.13209,0.20434,58191,15,0.00099222
60.0,Operators,3.4,297.97,6.4797,14.256,100,0.13501,0.20426,58192,15,0.00099168
60.0,Operators,3.6,297.96,6.4892,14.206,100,0.13804,0.20395,58195,15,0.00099111
60.0,Operators,3.8,297.96,6.5044,14.182,100,0.14118,0.20379,58199,15,0.00099053
60.0,Operators,4.0,297.96,6.5175,14.152,100,0.14443,0.20365,58203,15,0.00098996
60.0,Operators,4.2,297.97,6.5205,14.103,100,0.1478,0.20343,58206,15,0.00098941
60.0,Operators,4.4,297.98,6.5111,14.077,100,0.15126,0.20329,58207,15,0.00098888
60.0,Operators,4.6,297.99,6.495,14.028,100,0.15483,0.20301,58207,15,0.00098837
60.0,Operators,4.8,298.0,6.4823,13.986,100,0.15852,0.20275,58207,15,0.00098785
60.0,Operators,5.0,298.01,6.4799,13.95,100,0.16235,0.20256,58210,15,0.0009873
60.0,Operators,5.2,298.02,6.4889,13.892,100,0.1663,0.20218,58212,15,0.00098674
60.0,Operators,5.4,298.02,6.503,13.855,100,0.17039,0.20197,58216,15,0.00098616
60.0,Operators,5.6,298.03,6.5146,13.79,100,0.17465,0.20159,58220,15,0.00098559
60.0,Operators,5.8,298.04,6.5208,13.74,100,0.17905,0.20127,58223,15,0.00098503
60.0,Operators,6.0,298.04,6.514,13.701,100,0.18359,0.20108,58224,15,0.00098451
60.0,Operators,6.2,298.05,6.4999,13.649,100,0.1883,0.20085,58224,15,0.000984
60.0,Operators,6.4,298.06,6.487,13.591,100,0.19318,0.20054,58224,15,0.00098348
60.0,Operators,6.6,298.07,6.4834,13.532,100,0.19823,0.20021,58226,15,0.00098295
60.0,Operators,6.8,298.07,6.4882,13.469,100,0.20346,0.19985,58228,15,0.00098239
60.0,Operators,7.0,298.08,6.5004,13.418,100,0.20886,0.19957,58232,15,0.00098181
60.0,Operators,7.2,298.08,6.5119,13.366,100,0.21443,0.19933,58236,15,0.00098124
60.0,Operators,7.4,298.08,6.5166,13.301,100,0.22018,0.199,58239,15,0.00098068
60.0,Operators,7.6,298.08,6.51,13.233,100,0.22611,0.19867,58241,15,0.00098014
60.0,Operators,7.8,298.08,6.4984,13.18,100,0.23223,0.19842,58242,15,0.00097961
60.0,Operators,8.0,298.09,6.4874,13.097,100,0.23857,0.19802,58244,15,0.00097908
60.0,Operators,8.2,298.09,6.4837,13.211,100,0.19186,0.2006,58246,15,0.00097853
60.0,Operators,8.4,298.09,6.4886,13.148,100,0.19097,0.20079,58250,15,0.00097795
60.0,Operators,8.6,298.09,6.4998,13.072,100,0.19534,0.20053,58255,15,0.00097736
60.0,Operators,8.8,298.09,6.5094,13.007,100,0.20045,0.20031,58260,15,0.00097677
60.0,Operators,9.0,298.09,6.5163,12.931,100,0.20579,0.20005,58264,15,0.00097619
60.0,Operators,9.2,298.08,6.5122,12.842,100,0.21132,0.19967,58267,15,0.00097563
60.0,Operators,9.4,298.08,6.5016,12.764,100,0.21701,0.19936,58270,15,0.00097509
60.0,Operators,9.6,298.07,6.4904,12.67,100,0.22288,0.19895,58272,15,0.00097454
60.0,Operators,9.8,298.06,6.4867,12.6,100,0.22893,0.19872,58275,15,0.00097398
60.0,Operators,10.0,298.06,6.4906,12.505,100,0.23517,0.19835,58279,15,0.0009734
60.0,Operators,10.2,298.06,6.4976,12.412,100,0.2416,0.19794,58285,15,0.00097281
60.0,Operators,10.4,298.07,6.5055,12.325,100,0.24822,0.19767,58290,15,0.00097222
60.0,Operators,10.6,298.07,6.5099,12.227,100,0.25506,0.19738,58295,15,0.00097163
60.0,Operators,10.8,298.06,6.5098,12.129,100,0.2621,0.19697,58300,15,0.00097105
60.0,Operators,11.0,298.05,6.503,12.0,100,0.26938,0.19646,58303,15,0.00097048
60.0,Operators,11.2,298.06,6.4925,11.859,100,0.27692,0.19587,58307,15,0.00096992
60.0,Operators,11.4,298.07,6.4868,11.746,100,0.28472,0.19541,58311,15,0.00096934
60.0,Operators,11.6,298.08,6.4872,11.641,100,0.29276,0.19507,58317,15,0.00096875
60.0,Operators,11.8,298.1,6.4903,11.508,100,0.30105,0.19457,58323,15,0.00096814
60.0,Operators,12.0,298.11,6.4958,11.368,100,0.30962,0.19401,58331,15,0.00096751
60.0,Operators,12.2,298.11,6.5001,11.238,100,0.31845,0.19348,58342,30,0.00096682
60.0,Operators,12.4,298.11,6.5029,11.087,100,0.32755,0.19283,58353,30,0.00096614
60.0,Operators,12.6,298.11,6.5017,11.751,100,0.33696,0.19202,58364,30,0.00096545
60.0,Operators,12.8,298.13,6.4996,11.603,100,0.34667,0.19146,58375,30,0.00096477
60.0,Operators,13.0,298.15,6.4963,11.45,100,0.35668,0.19092,58386,30,0.00096409
60.0,Operators,13.2,298.16,6.4911,11.284,100,0.36701,0.19028,58397,30,0.0009634
60.0,Operators,13.4,298.15,6.4878,11.124,100,0.37764,0.18962,58409,30,0.00096269
60.0,Operators,13.6,298.15,6.4857,10.969,100,0.38859,0.18909,58422,30,0.00096197
60.0,Operators,13.8,298.15,6.4846,10.822,100,0.39987,0.18857,58437,30,0.00096123
60.0,Operators,14.0,298.16,6.4861,10.769,100,0.41134,0.18826,58453,30,0.00096046
60.0,Operators,14.2,298.12,6.4926,11.06,100,0.42277,0.18854,58470,30,0.00095968
60.0,Operators,14.4,297.99,6.5216,12.455,100,0.43245,0.19313,58488,30,0.00095889
60.0,Operators,14.6,297.89,6.5544,12.472,100,0.43976,0.19521,58504,30,0.00095814
60.0,Operators,14.8,298.6,6.5638,12.425,100,0.44662,0.19529,58512,30,0.0009575
60.0,Operators,15.0,298.33,6.5442,12.4,100,0.4534,0.19535,58517,30,0.00095692
60.0,Operators,15.2,298.16,6.4984,12.386,100,0.46016,0.19545,58518,30,0.00095641
60.0,Operators,15.4,298.06,6.4595,12.342,100,0.4669,0.19533,58519,30,0.00095589
60.0,Operators,15.6,298.01,6.4489,12.323,100,0.47364,0.19525,58524,30,0.00095533
60.0,Operators,15.8,297.97,6.4665,12.335,100,0.48034,0.19535,58533,30,0.00095474
60.0,Operators,16.0,297.96,6.4956,12.309,100,0.48701,0.19533,58545,30,0.00095411
60.0,Operators,16.2,298.06,6.5029,10.724,100,0.49544,0.19075,58566,75,0.00095328
60.0,Operators,16.4,298.14,6.5034,10.615,100,0.50572,0.18919,58587,75,0.00095244
60.0,Operators,16.6,298.15,6.5034,10.566,100,0.51633,0.18883,58607,75,0.00095161
60.0,Operators,16.8,298.15,6.5024,10.517,100,0.527,0.18872,58628,75,0.00095078
60.0,Operators,17.0,298.13,6.502,10.501,100,0.53767,0.1887,58649,75,0.00094995
60.0,Operators,17.2,298.12,6.5016,10.457,100,0.54832,0.18866,58669,75,0.00094912
60.0,Operators,17.4,298.12,6.5004,10.381,100,0.559,0.18848,58690,75,0.0009483
60.0,Operators,17.6,298.12,6.4982,10.354,100,0.5697,0.18838,58710,75,0.00094747
60.0,Operators,17.8,298.13,6.4962,10.295,100,0.58039,0.18827,58731,75,0.00094664
60.0,Operators,18.0,298.13,6.4958,10.261,100,0.5911,0.18817,58752,75,0.00094581
60.0,Operators,18.2,298.12,6.4973,10.24,100,0.60177,0.18815,58774,75,0.00094497
60.0,Operators,18.4,298.11,6.5001,10.199,100,0.6124,0.18805,58796,75,0.00094412
60.0,Operators,18.6,298.09,6.5043,10.19,100,0.62298,0.18805,58818,75,0.00094328
60.0,Operators,18.8,298.08,6.5081,10.147,100,0.63352,0.18794,58839,75,0.00094244
60.0,Operators,19.0,298.07,6.5081,10.047,100,0.6441,0.1877,58861,75,0.00094161
60.0,Operators,19.2,298.07,6.5086,10.048,100,0.65469,0.18771,58881,75,0.00094079
60.0,Operators,19.4,298.06,6.5084,10.014,100,0.66521,0.18768,58902,75,0.00093998
60.0,Operators,19.6,298.08,6.5065,9.9692,100,0.67571,0.1876,58921,75,0.00093918
60.0,Operators,19.8,298.09,6.5031,9.9414,100,0.68619,0.18754,58940,75,0.00093839
60.0,Operators,20.0,298.09,6.4994,9.9098,100,0.69664,0.18751,58959,75,0.0009376
60.0,Operators,20.2,298.2,6.4704,8.7369,100,0.55944,0.18855,58993,150,0.00093657
60.0,Operators,20.4,298.29,6.4469,8.5772,100,0.56189,0.18784,59030,150,0.00093549
60.0,Operators,20.6,298.35,6.4345,8.5157,100,0.5727,0.18755,59071,150,0.00093435
60.0,Operators,20.8,298.36,6.4287,8.4543,100,0.58406,0.18735,59117,150,0.00093312
60.0,Operators,21.0,298.35,6.4255,8.3977,100,0.59551,0.18722,59169,150,0.0009318
60.0,Operators,21.2,298.31,6.4256,8.4808,100,0.60691,0.18742,59227,150,0.00093038
60.0,Operators,21.4,298.28,6.4267,8.4278,100,0.61825,0.18732,59291,150,0.00092888
60.0,Operators,21.6,298.25,6.4276,8.3531,100,0.62965,0.18713,59361,150,0.0009273
60.0,Operators,21.8,298.24,6.4274,8.2216,100,0.64117,0.18675,59430,150,0.00092572
60.0,Operators,22.0,298.2,6.4275,8.1843,100,0.65275,0.18666,59500,150,0.00092415
60.0,Operators,22.2,298.18,6.4278,8.1438,100,0.66433,0.18666,59569,150,0.00092258
60.0,Operators,22.4,298.17,6.4285,8.1013,100,0.67591,0.18656,59639,150,0.00092102
60.0,Operators,22.6,298.13,6.4283,7.9741,100,0.68755,0.1863,59708,150,0.00091946
60.0,Operators,22.8,298.1,6.4275,7.8511,100,0.69932,0.18589,59778,150,0.00091791
60.0,Operators,23.0,298.07,6.4271,7.7961,100,0.71114,0.1857,59847,150,0.00091636
60.0,Operators,23.2,298.02,6.4267,7.7376,100,0.72297,0.18556,59917,150,0.00091482
60.0,Operators,23.4,297.98,6.4266,7.6851,100,0.73481,0.18543,59987,150,0.00091328
60.0,Operators,23.6,297.96,6.4265,7.5994,100,0.74669,0.18521,60056,150,0.00091174
60.0,Operators,23.8,297.94,6.4271,7.5915,100,0.75854,0.18511,60126,150,0.00091021
60.0,Operators,24.0,299.32,6.4265,7.4475,100,0.77045,0.18475,60195,150,0.00090867
60.0,Operators,24.2,298.73,6.4668,11.238,100,0.77804,0.19417,60240,30,0.015683
60.0,Operators,24.4,298.29,6.5054,11.223,100,0.78279,0.1954,60286,30,0.033651
60.0,Operators,24.6,298.06,6.5398,11.206,100,0.78733,0.19544,60331,30,0.051966
60.0,Operators,24.8,297.9,6.57,11.181,100,0.79183,0.19549,60373,30,0.070461
60.0,Operators,25.0,298.69,6.59,10.99,100,0.79631,0.19496,60394,30,0.089023
60.0,Operators,25.2,298.45,6.586,11.741,100,0.8008,0.1948,60405,30,0.10752
60.0,Operators,25.4,298.24,6.5547,11.675,100,0.80527,0.1946,60411,30,0.12654
60.0,Operators,25.6,298.08,6.5109,11.652,100,0.80968,0.19453,60414,30,0.14664
60.0,Operators,25.8,298.01,6.4703,11.619,100,0.81404,0.19446,60417,30,0.16724
60.0,Operators,26.0,297.95,6.4464,11.613,100,0.81838,0.19444,60422,30,0.18831
60.0,Operators,26.2,297.91,6.4445,11.584,100,0.82272,0.19429,60431,30,0.20955
60.0,Operators,26.4,298.48,6.4585,11.597,100,0.82705,0.19431,60445,30,0.2312
60.0,Operators,26.6,298.33,6.4804,11.599,100,0.83135,0.19425,60462,30,0.25317
60.0,Operators,26.8,298.2,6.5047,11.592,100,0.83562,0.19424,60480,30,0.27525
60.0,Operators,27.0,298.13,6.5263,11.569,100,0.83987,0.1942,60499,30,0.29746
60.0,Operators,27.2,298.08,6.543,11.554,100,0.84409,0.19421,60515,30,0.31977
60.0,Operators,27.4,298.05,6.5525,11.504,100,0.84828,0.19411,60528,30,0.34237
60.0,Operators,27.6,298.03,6.5347,11.411,100,0.85247,0.19389,60535,30,0.36524
60.0,Operators,27.8,298.03,6.5034,11.329,100,0.8567,0.19372,60540,30,0.38813
60.0,Operators,28.0,298.05,6.4743,11.305,100,0.86093,0.19362,60544,30,0.41173
60.0,Operators,28.2,298.08,6.4575,10.987,100,0.86554,0.1929,60551,37,0.42938
60.0,Operators,28.4,298.09,6.4598,10.994,100,0.87037,0.19291,60562,37,0.44692
60.0,Operators,28.6,298.09,6.4773,11.001,100,0.8752,0.19298,60577,37,0.46468
60.0,Operators,28.8,298.09,6.4993,11.012,100,0.88,0.19311,60593,37,0.48327
60.0,Operators,29.0,298.09,6.5201,11.004,100,0.88476,0.19314,60609,37,0.50265
60.0,Operators,29.2,298.09,6.5349,10.91,100,0.88955,0.19289,60624,37,0.52139
60.0,Operators,29.4,298.1,6.539,10.849,100,0.89437,0.19272,60636,37,0.5403
60.0,Operators,29.6,298.1,6.5258,10.787,100,0.89918,0.19259,60646,37,0.55948
60.0,Operators,29.8,298.11,6.5033,10.746,100,0.90398,0.19248,60653,37,0.57968
60.0,Operators,30.0,298.1,6.4814,10.705,100,0.90877,0.19244,60660,37,0.60014
60.0,Operators,30.2,298.09,6.4686,11.534,100,0.91355,0.19245,60669,37,0.62087
60.0,Operators,30.4,298.07,6.4703,11.532,100,0.91832,0.19252,60680,37,0.64213
60.0,Operators,30.6,298.06,6.4852,11.524,100,0.92308,0.19258,60694,37,0.66295
60.0,Operators,30.8,298.04,6.5037,11.529,100,0.92783,0.19263,60709,37,0.68415
60.0,Operators,31.0,298.02,6.521,11.506,100,0.93255,0.19259,60724,37,0.70533
60.0,Operators,31.2,298.01,6.5322,11.491,100,0.9372,0.19246,60737,37,0.72759
60.0,Operators,31.4,298.01,6.533,11.447,100,0.9418,0.19239,60748,37,0.75073
60.0,Operators,31.6,298.02,6.5205,11.39,100,0.94637,0.1922,60756,37,0.77422
60.0,Operators,31.8,298.04,6.4996,11.375,100,0.95089,0.19218,60763,37,0.79848
60.0,Operators,32.0,298.04,6.4813,11.359,100,0.95536,0.19214,60770,37,0.82327
60.0,Operators,32.2,298.07,6.4737,11.101,100,0.96013,0.1916,60780,43,0.8434
60.0,Operators,32.4,298.1,6.4798,11.059,100,0.9651,0.19146,60792,43,0.86249
60.0,Operators,32.6,298.13,6.4931,11.065,100,0.97009,0.19153,60805,43,0.88214
60.0,Operators,32.8,298.15,6.5068,11.055,100,0.97502,0.19142,60819,43,0.90286
60.0,Operators,33.0,298.14,6.5189,11.062,100,0.97988,0.19146,60833,43,0.92448
60.0,Operators,33.2,298.13,6.5242,11.044,100,0.98468,0.19154,60846,43,0.94672
60.0,Operators,33.4,298.12,6.5178,11.005,100,0.98945,0.19149,60856,43,0.96944
60.0,Operators,33.6,298.1,6.5065,10.988,100,0.99415,0.19136,60865,43,0.99335
60.0,Operators,33.8,298.09,6.4917,10.932,100,0.99884,0.19121,60874,43,1.0175
60.0,Operators,34.0,298.08,6.4825,10.968,100,1.0035,0.19138,60884,43,1.0431
60.0,Operators,34.2,298.09,6.4835,10.956,100,1.008,0.1914,60895,43,1.0694
60.0,Operators,34.4,298.11,6.4939,10.961,100,1.0126,0.19139,60908,43,1.0963
60.0,Operators,34.6,298.12,6.5068,10.935,100,1.0171,0.19136,60921,43,1.1232
60.0,Operators,34.8,298.13,6.5172,10.963,100,1.0215,0.19146,60934,43,1.1517
60.0,Operators,35.0,298.15,6.5206,10.91,100,1.0259,0.19137,60945,43,1.18
60.0,Operators,35.2,298.17,6.5129,10.838,100,1.0304,0.19125,60955,43,1.2084
60.0,Operators,35.4,298.21,6.5006,10.826,100,1.0348,0.19129,60964,43,1.2375
60.0,Operators,35.6,298.24,6.4901,10.813,100,1.0392,0.19125,60973,43,1.267
60.0,Operators,35.8,298.27,6.4856,10.84,100,1.0435,0.19148,60983,43,1.2971
60.0,Operators,36.0,298.25,6.4898,10.808,100,1.0478,0.19144,60994,43,1.3272
